start_time,hour,dayofweek,is_weekend,total_grid_load_mwh,photovoltaics_mwh,wind_onshore_mwh,wind_offshore_mwh,total_renewables_mwh,residual_load_mwh,renewable_share,day_ahead_price_eur_mwh,is_negative_price
09/08/2026,23,6,1,32324.59,0,3882.2,1021.98,4904.18,27420.41,0.1517,78.72,0
10/08/2026,0,0,0,41465.4,0,8341.65,3151.4,11493.05,29972.35,0.2772,83.89,0
10/08/2026,1,0,0,43744.06,0,7466.02,4273.43,11739.45,32004.61,0.2684,90.53,0
10/08/2026,2,0,0,43895.49,0,9453.37,4005.58,13458.95,30436.54,0.3066,86.36,0
10/08/2026,3,0,0,41372.57,0,9826.74,3178.54,13005.28,28367.29,0.3143,80.13,0
10/08/2026,4,0,0,41495.78,0,7107.79,3448.7,10556.49,30939.29,0.2544,92.31,0
10/08/2026,5,0,0,41661.86,0,8790.39,2750.18,11540.57,30121.29,0.277,86.06,0
10/08/2026,6,0,0,40386.66,9018.04,13138.17,2967.86,25124.07,15262.59,0.6221,43.74,0
10/08/2026,7,0,0,45038.72,18797.33,13928.12,4068.37,36793.82,8244.9,0.8169,17.52,0
10/08/2026,8,0,0,48795.03,30593.99,13519.22,3235.09,47348.3,1446.73,0.9704,-2.68,1
10/08/2026,9,0,0,52392.35,30952.56,15054.44,4987.84,50994.84,1397.51,0.9733,-14.26,1
10/08/2026,10,0,0,55814.78,37759.17,19148.33,6716.65,63624.15,-7809.37,1.1399,-26.77,1
10/08/2026,11,0,0,57735.87,45704.56,15654.68,6820.29,68179.53,-10443.66,1.1809,-38.07,1
10/08/2026,12,0,0,59860.6,39294.69,19650.39,7139.18,66084.26,-6223.66,1.104,-21.4,1
10/08/2026,13,0,0,56256.79,36178.12,18879.42,6432.52,61490.06,-5233.27,1.093,-39.75,1
10/08/2026,14,0,0,57037.59,36194.1,19880.46,7621.69,63696.25,-6658.66,1.1167,-16.76,1
10/08/2026,15,0,0,53056.92,29961.02,24134.06,6678.01,60773.09,-7716.17,1.1454,-32.29,1
10/08/2026,16,0,0,49940.64,30792.69,24322.08,8701.22,63815.99,-13875.35,1.2778,-44.52,1
10/08/2026,17,0,0,46950.89,20668.89,25060.29,9387.79,55116.97,-8166.08,1.1739,-38.63,1
10/08/2026,18,0,0,40652.73,10040.37,26943.79,8247.46,45231.62,-4578.89,1.1126,-18.42,1
10/08/2026,19,0,0,42458.89,0,24262.48,9406.87,33669.35,8789.54,0.793,13.85,0
10/08/2026,20,0,0,42199.74,0,26313.46,9480.51,35793.97,6405.77,0.8482,8.83,0
10/08/2026,21,0,0,42590.94,0,24094.59,8100.88,32195.47,10395.47,0.7559,35.15,0
10/08/2026,22,0,0,42347,0,25801.68,9536.81,35338.49,7008.51,0.8345,13.08,0
10/08/2026,23,0,0,44946.36,0,24644.51,10442.13,35086.64,9859.72,0.7806,24.16,0
11/08/2026,0,1,0,41234.71,0,25048.88,8912.6,33961.48,7273.23,0.8236,19.73,0
11/08/2026,1,1,0,41362.8,0,25991.05,9295.44,35286.49,6076.31,0.8531,13.96,0
11/08/2026,2,1,0,41252.23,0,22018.93,7339.14,29358.07,11894.16,0.7117,30.1,0
11/08/2026,3,1,0,41333.43,0,28727.59,9374.78,38102.37,3231.06,0.9218,4.42,0
11/08/2026,4,1,0,41235.14,0,20292.62,7766.69,28059.31,13175.83,0.6805,46.46,0
11/08/2026,5,1,0,43426.82,0,18971.96,5955.32,24927.28,18499.54,0.574,49.43,0
11/08/2026,6,1,0,43704.61,10631.92,24002.62,8458.17,43092.71,611.9,0.986,-4.6,1
11/08/2026,7,1,0,45456.21,20997.6,22099.36,7352.65,50449.61,-4993.4,1.1099,-17.3,1
11/08/2026,8,1,0,49001.17,22508.05,20620.39,7600.32,50728.76,-1727.59,1.0353,-6.88,1
11/08/2026,9,1,0,53879.41,33896.12,19512.98,7096.47,60505.57,-6626.16,1.123,-21.61,1
11/08/2026,10,1,0,55193.74,37850.35,16751.59,6693.09,61295.03,-6101.29,1.1105,-23,1
11/08/2026,11,1,0,58214.33,38215.57,13353.77,4265.81,55835.15,2379.18,0.9591,-6.51,1
11/08/2026,12,1,0,58243.51,37726.06,14592.61,4891.51,57210.18,1033.33,0.9823,4.59,0
11/08/2026,13,1,0,55635.92,39837.17,11524.88,3250.7,54612.75,1023.17,0.9816,-10.73,1
11/08/2026,14,1,0,57713.41,44668.14,14495.68,4718.05,63881.87,-6168.46,1.1069,-25.06,1
11/08/2026,15,1,0,55468.76,31784.67,10572.27,4002.13,46359.07,9109.69,0.8358,16.49,0
11/08/2026,16,1,0,49264.65,27103.47,7816.06,3341.21,38260.74,11003.91,0.7766,26.16,0
11/08/2026,17,1,0,45675.86,20012.22,8089.2,2093.49,30194.91,15480.95,0.6611,42.2,0
11/08/2026,18,1,0,42343.04,9175.93,9024.89,3854.4,22055.22,20287.82,0.5209,57.06,0
11/08/2026,19,1,0,42401.35,0,5783.02,3108.57,8891.59,33509.76,0.2097,98.6,0
11/08/2026,20,1,0,42790.25,0,4447.83,1887.49,6335.32,36454.93,0.1481,114.29,0
11/08/2026,21,1,0,44412.25,0,6544.74,3792.1,10336.84,34075.41,0.2327,100.53,0
11/08/2026,22,1,0,41787.66,0,6109.26,1519.21,7628.47,34159.19,0.1826,96.95,0
11/08/2026,23,1,0,41042.04,0,3926.25,800,4726.25,36315.79,0.1152,110.28,0
12/08/2026,0,2,0,40344.82,0,3852.53,800,4652.53,35692.29,0.1153,109.59,0
12/08/2026,1,2,0,41122.88,0,5588.86,3152.94,8741.8,32381.08,0.2126,86.03,0
12/08/2026,2,2,0,41960.25,0,3000,1051.83,4051.83,37908.42,0.0966,113.2,0
12/08/2026,3,2,0,44153.47,0,3000,800,3800,40353.47,0.0861,121.35,0
12/08/2026,4,2,0,41378.87,0,3993.92,1621.85,5615.77,35763.1,0.1357,101.63,0
12/08/2026,5,2,0,42268.55,0,5786.29,1124.81,6911.1,35357.45,0.1635,109.57,0
12/08/2026,6,2,0,41980.29,10921.11,7750.76,4669.37,23341.24,18639.05,0.556,49.36,0
12/08/2026,7,2,0,47567.18,17116.58,11429.85,4103.83,32650.26,14916.92,0.6864,39.33,0
12/08/2026,8,2,0,53032.32,23746.54,10757.03,3852.48,38356.05,14676.27,0.7233,36.94,0
12/08/2026,9,2,0,52676.67,33656.38,9175.49,3792.03,46623.9,6052.77,0.8851,11.25,0
12/08/2026,10,2,0,55269.08,45222.66,10567.56,4083.45,59873.67,-4604.59,1.0833,-27.9,1
12/08/2026,11,2,0,58707.81,38495.61,9211.03,3402.97,51109.61,7598.2,0.8706,8.03,0
12/08/2026,12,2,0,58818.27,45678.75,12820.11,3854.66,62353.52,-3535.25,1.0601,-9.79,1
12/08/2026,13,2,0,59670.86,45789.75,13324.19,5040.64,64154.58,-4483.72,1.0751,-26.16,1
12/08/2026,14,2,0,56557.12,35517.98,16045.68,7121.61,58685.27,-2128.15,1.0376,-19.65,1
12/08/2026,15,2,0,52882.56,36344.46,14360.45,6102.49,56807.4,-3924.84,1.0742,-31.61,1
12/08/2026,16,2,0,50708.79,25747.68,18896.17,7888.21,52532.06,-1823.27,1.036,-16.77,1
12/08/2026,17,2,0,47471.55,19570.41,22561.91,7487.7,49620.02,-2148.47,1.0453,-21.54,1
12/08/2026,18,2,0,42984.58,10040.77,19537.26,6046.36,35624.39,7360.19,0.8288,24.25,0
12/08/2026,19,2,0,42608.73,0,21824,7537.77,29361.77,13246.96,0.6891,39.02,0
12/08/2026,20,2,0,43280.01,0,23472.7,8260.02,31732.72,11547.29,0.7332,24.41,0
12/08/2026,21,2,0,43403.15,0,21575.74,8426.86,30002.6,13400.55,0.6913,46.33,0
12/08/2026,22,2,0,43658.59,0,23862.46,6997.89,30860.35,12798.24,0.7069,37.47,0
12/08/2026,23,2,0,42778.45,0,23938.83,9602.23,33541.06,9237.39,0.7841,19.25,0
13/08/2026,0,3,0,41799.46,0,24629.72,8493.99,33123.71,8675.75,0.7924,5.55,0
13/08/2026,1,3,0,42176.06,0,22797.41,7637.59,30435,11741.06,0.7216,41.4,0
13/08/2026,2,3,0,43447.81,0,24996.96,7939.25,32936.21,10511.6,0.7581,17.34,0
13/08/2026,3,3,0,41019.68,0,26244.82,7861.8,34106.62,6913.06,0.8315,4.78,0
13/08/2026,4,3,0,42442.41,0,28549.31,10650.79,39200.1,3242.31,0.9236,8.08,0
13/08/2026,5,3,0,41527.99,0,27099.85,9543.6,36643.45,4884.54,0.8824,20.96,0
13/08/2026,6,3,0,42034.49,10078.08,29726.59,9372.34,49177.01,-7142.52,1.1699,-22.13,1
13/08/2026,7,3,0,47675.25,16709.24,21934.06,6640.86,45284.16,2391.09,0.9498,2.91,0
13/08/2026,8,3,0,50229.32,28649.05,25415.86,8626.92,62691.83,-12462.51,1.2481,-42.96,1
13/08/2026,9,3,0,53369.43,32499.94,22958.68,9370.75,64829.37,-11459.94,1.2147,-38.43,1
13/08/2026,10,3,0,54224.58,44587.97,27133.2,9288.95,81010.12,-26785.54,1.494,-86.46,1
13/08/2026,11,3,0,58350.32,37028.06,18701.42,5342.98,61072.46,-2722.14,1.0467,-14.49,1
13/08/2026,12,3,0,58774.58,40911.36,17604.78,5965.08,64481.22,-5706.64,1.0971,-24.72,1
13/08/2026,13,3,0,60050.72,36690.46,17120.49,5773.99,59584.94,465.78,0.9922,-6.5,1
13/08/2026,14,3,0,55487.07,44431.81,12172.53,2102.88,58707.22,-3220.15,1.058,-21.73,1
13/08/2026,15,3,0,53576.69,38023.35,14995.81,5205.1,58224.26,-4647.57,1.0867,-23.55,1
13/08/2026,16,3,0,50299.26,24761.5,13221.62,4442.82,42425.94,7873.32,0.8435,7.5,0
13/08/2026,17,3,0,48034.05,19743.35,14302.98,5563.01,39609.34,8424.71,0.8246,17.98,0
13/08/2026,18,3,0,41885.65,10629.38,13604.23,6240.65,30474.26,11411.39,0.7276,22.34,0
13/08/2026,19,3,0,42334.83,0,16295.18,6604.57,22899.75,19435.08,0.5409,46.58,0
13/08/2026,20,3,0,42729.48,0,12884.11,4294.33,17178.44,25551.04,0.402,72.6,0
13/08/2026,21,3,0,42223.93,0,8033.11,1926.37,9959.48,32264.45,0.2359,100.08,0
13/08/2026,22,3,0,41464.28,0,6275.39,4255.08,10530.47,30933.81,0.254,93.35,0
13/08/2026,23,3,0,42232.91,0,8889.61,3158.74,12048.35,30184.56,0.2853,77.33,0
14/08/2026,0,4,0,43288.36,0,3602.23,1271.92,4874.15,38414.21,0.1126,106.04,0
14/08/2026,1,4,0,40768.18,0,10839.86,3774.65,14614.51,26153.67,0.3585,78.65,0
14/08/2026,2,4,0,42159.56,0,8692.76,3200.93,11893.69,30265.87,0.2821,80.82,0
14/08/2026,3,4,0,41159.86,0,4186.07,1349.64,5535.71,35624.15,0.1345,101.6,0
14/08/2026,4,4,0,43434.06,0,3000,800,3800,39634.06,0.0875,118.29,0
14/08/2026,5,4,0,40172.18,0,8389.14,2498.71,10887.85,29284.33,0.271,77.86,0
14/08/2026,6,4,0,41329.29,10853.25,4753.75,1637.61,17244.61,24084.68,0.4172,67.64,0
14/08/2026,7,4,0,46593.76,20492.42,8312.24,2474.54,31279.2,15314.56,0.6713,32.54,0
14/08/2026,8,4,0,51878.63,28209.96,3000,800,32009.96,19868.67,0.617,50.69,0
14/08/2026,9,4,0,53234.81,29093.21,4488.18,1656.01,35237.4,17997.41,0.6619,49.95,0
14/08/2026,10,4,0,55190.17,34531.84,6580.09,2099.05,43210.98,11979.19,0.7829,20.77,0
14/08/2026,11,4,0,59712.2,47712.17,7384.98,3787.94,58885.09,827.11,0.9861,-2.61,1
14/08/2026,12,4,0,56262.38,44732.58,6953.12,800,52485.7,3776.68,0.9329,4,0
14/08/2026,13,4,0,54816.25,35226.52,10544.81,4563.89,50335.22,4481.03,0.9183,9.33,0
14/08/2026,14,4,0,56384.42,33751.37,7313.72,3556.67,44621.76,11762.66,0.7914,30.1,0
14/08/2026,15,4,0,52711.24,35615.88,10693.41,2083.98,48393.27,4317.97,0.9181,13.29,0
14/08/2026,16,4,0,48774.52,22491.08,12473,4091.4,39055.48,9719.04,0.8007,23.22,0
14/08/2026,17,4,0,46991.13,16624.53,14621.55,4820.39,36066.47,10924.66,0.7675,23.9,0
14/08/2026,18,4,0,42292.56,9769.06,16301.41,4579.48,30649.95,11642.61,0.7247,29.16,0
14/08/2026,19,4,0,41323.11,0,12904.49,3894.32,16798.81,24524.3,0.4065,71.41,0
14/08/2026,20,4,0,40463.63,0,13064.34,3684.06,16748.4,23715.23,0.4139,66.19,0
14/08/2026,21,4,0,43046.95,0,21250.26,8839.41,30089.67,12957.28,0.699,32.79,0
14/08/2026,22,4,0,42780.24,0,19999.75,7748.45,27748.2,15032.04,0.6486,35.14,0
14/08/2026,23,4,0,41880.99,0,18351.22,7440.17,25791.39,16089.6,0.6158,38.63,0
15/08/2026,0,5,1,34975.96,0,25079.37,9355.12,34434.49,541.47,0.9845,-13.64,1
15/08/2026,1,5,1,31475.9,0,22381.34,6930.23,29311.57,2164.33,0.9312,8.73,0
15/08/2026,2,5,1,30929.37,0,25829.98,8620.88,34450.86,-3521.49,1.1139,-25.36,1
15/08/2026,3,5,1,31929.71,0,23727.8,8696.23,32424.03,-494.32,1.0155,-12.94,1
15/08/2026,4,5,1,32705.3,0,29266.15,9265.45,38531.6,-5826.3,1.1781,-29.61,1
15/08/2026,5,5,1,33052.01,0,28928.01,10695.2,39623.21,-6571.2,1.1988,-23.05,1
15/08/2026,6,5,1,32470.52,8310.92,24206.67,8280.08,40797.67,-8327.15,1.2565,-35.04,1
15/08/2026,7,5,1,36412.53,17917.28,27407.35,9292.72,54617.35,-18204.82,1.5,-57.17,1
15/08/2026,8,5,1,37498.15,24826.69,26599,9878.42,61304.11,-23805.96,1.6349,-85.1,1
15/08/2026,9,5,1,43317.21,30892.86,28271.95,10250.59,69415.4,-26098.19,1.6025,-86.97,1
15/08/2026,10,5,1,43469.42,45058.67,22162.5,7468.1,74689.27,-31219.85,1.7182,-108.98,1
15/08/2026,11,5,1,46155.51,40616.09,25877.91,9984.73,76478.73,-30323.22,1.657,-89.8,1
15/08/2026,12,5,1,45651.27,48845.47,26266.22,8328.33,83440.02,-37788.75,1.8278,-131.28,1
15/08/2026,13,5,1,45362.86,43957.94,18557.85,6987.99,69503.78,-24140.92,1.5322,-80.73,1
15/08/2026,14,5,1,44251.72,42746.72,19217.71,7200.68,69165.11,-24913.39,1.563,-81.35,1
15/08/2026,15,5,1,42121.94,33804.81,16196.67,5421.2,55422.68,-13300.74,1.3158,-46.56,1
15/08/2026,16,5,1,39771.27,27625.22,19650.42,7138.55,54414.19,-14642.92,1.3682,-54.01,1
15/08/2026,17,5,1,37585.04,18697.03,21071.09,6373.99,46142.11,-8557.07,1.2277,-34.84,1
15/08/2026,18,5,1,32995.83,8636.37,21925.48,8413.14,38974.99,-5979.16,1.1812,-25.89,1
15/08/2026,19,5,1,33610.8,0,17202,5872.78,23074.78,10536.02,0.6865,24.25,0
15/08/2026,20,5,1,32652.32,0,19906.73,6549.18,26455.91,6196.41,0.8102,16.91,0
15/08/2026,21,5,1,34488.14,0,11191.47,4756.22,15947.69,18540.45,0.4624,62.03,0
15/08/2026,22,5,1,31948.33,0,9194.9,2654.74,11849.64,20098.69,0.3709,51.64,0
15/08/2026,23,5,1,34921.13,0,12148.16,3125.09,15273.25,19647.88,0.4374,45.77,0
16/08/2026,0,6,1,32711.81,0,12119.54,2996.54,15116.08,17595.73,0.4621,46.46,0
16/08/2026,1,6,1,31043.07,0,10004.72,3986.46,13991.18,17051.89,0.4507,59.45,0
16/08/2026,2,6,1,32913.73,0,3914.95,800,4714.95,28198.78,0.1433,75.4,0
16/08/2026,3,6,1,31942.74,0,7942.19,4183.6,12125.79,19816.95,0.3796,62.85,0
16/08/2026,4,6,1,33768.77,0,4082.65,800,4882.65,28886.12,0.1446,91.17,0
16/08/2026,5,6,1,31976.85,0,8305.96,4264.25,12570.21,19406.64,0.3931,49.52,0
16/08/2026,6,6,1,32224.58,9382.78,6955.49,2603.23,18941.5,13283.08,0.5878,36.71,0
16/08/2026,7,6,1,33722.61,21659.4,3224.22,1051.11,25934.73,7787.88,0.7691,25.5,0
16/08/2026,8,6,1,38457.23,31097.26,3958.52,949.55,36005.33,2451.9,0.9362,-2.08,1
16/08/2026,9,6,1,38676.04,37749.43,3000,1160.52,41909.95,-3233.91,1.0836,-18.74,1
16/08/2026,10,6,1,41667.31,36255.04,4844.91,1665.61,42765.56,-1098.25,1.0264,-14.2,1
16/08/2026,11,6,1,45727.25,40503.78,7482.06,3501.36,51487.2,-5759.95,1.126,-31.04,1
16/08/2026,12,6,1,46182.96,48256.37,3000,1093.66,52350.03,-6167.07,1.1335,-30.29,1
16/08/2026,13,6,1,45325.3,39546.66,6959.72,2556.14,49062.52,-3737.22,1.0825,-25.92,1
16/08/2026,14,6,1,42407.63,34633.87,4878.12,1416.45,40928.44,1479.19,0.9651,-2.83,1
16/08/2026,15,6,1,41527.44,34414.61,4851.12,1652.33,40918.06,609.38,0.9853,-9.95,1
16/08/2026,16,6,1,38995.68,30850.67,7311.64,2805.32,40967.63,-1971.95,1.0506,-12.43,1
16/08/2026,17,6,1,34600.02,19968.56,5842.79,800,26611.35,7988.67,0.7691,8.61,0
16/08/2026,18,6,1,34564.08,9837.4,7992.08,1718.68,19548.16,15015.92,0.5656,40.77,0
16/08/2026,19,6,1,33812.83,0,7406.96,3187.05,10594.01,23218.82,0.3133,68.96,0
